,age,fee_cleaned,Potential,Value(MGBP),Wage(kGBP),International Reputation,Weak Foot,Skill Moves,year of contact,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Overall Rating
703,26,18.0,83.0,28,30.0,2.0,4.0,5.0,5.0,80.0,84.0,60.0,79.0,69.0,84.0,75.0,76.0,73.0,82.0,90.0,91.0,87.0,82.0,79.0,82.0,82.0,83.0,61.0,83.0,60.0,37.0,79.0,82.0,74.0,78.0,38.0,36.0,10.0,13.0,6.0,7.0,13.0,83.0
704,25,12.96,80.0,7.5,15.0,2.0,3.0,3.0,4.0,45.0,39.0,65.0,76.0,29.0,65.0,34.0,32.0,73.0,68.0,69.0,73.0,63.0,76.0,68.0,75.0,74.0,77.0,82.0,62.0,80.0,76.0,42.0,65.0,51.0,67.0,76.0,70.0,6.0,7.0,11.0,14.0,14.0,74.0
705,21,12.15,83.0,9.5,10.0,1.0,2.0,2.0,5.0,35.0,28.0,76.0,65.0,32.0,56.0,29.0,28.0,47.0,69.0,66.0,66.0,40.0,68.0,54.0,48.0,84.0,65.0,90.0,27.0,76.0,74.0,35.0,34.0,47.0,69.0,79.0,73.0,11.0,6.0,14.0,9.0,6.0,75.0
706,28,8.37,76.0,6,15.0,2.0,4.0,3.0,4.0,73.0,67.0,62.0,78.0,48.0,79.0,69.0,46.0,64.0,78.0,86.0,90.0,76.0,77.0,77.0,81.0,80.0,70.0,68.0,59.0,80.0,74.0,66.0,68.0,51.0,71.0,69.0,73.0,8.0,7.0,8.0,12.0,12.0,76.0
707,29,5.4,79.0,12,20.0,2.0,3.0,3.0,3.0,69.0,65.0,32.0,82.0,37.0,76.0,50.0,51.0,78.0,80.0,74.0,75.0,76.0,80.0,89.0,66.0,77.0,88.0,72.0,57.0,86.0,78.0,69.0,78.0,45.0,80.0,75.0,76.0,15.0,8.0,7.0,11.0,9.0,79.0
708,29,5.4,81.0,11.5,15.0,1.0,3.0,1.0,3.0,15.0,14.0,19.0,17.0,13.0,14.0,17.0,16.0,38.0,20.0,34.0,35.0,32.0,76.0,53.0,20.0,70.0,35.0,73.0,16.0,29.0,22.0,15.0,68.0,13.0,60.0,18.0,18.0,82.0,72.0,74.0,82.0,85.0,79.0
709,26,4.05,81.0,11,15.0,1.0,2.0,2.0,4.0,45.0,35.0,74.0,80.0,37.0,59.0,49.0,46.0,77.0,70.0,52.0,53.0,55.0,76.0,50.0,45.0,69.0,68.0,78.0,47.0,70.0,81.0,52.0,56.0,41.0,68.0,81.0,78.0,15.0,16.0,11.0,11.0,7.0,77.0
710,28,7.83,79.0,10,60.0,1.0,3.0,3.0,3.0,62.0,59.0,68.0,79.0,62.0,69.0,66.0,54.0,73.0,74.0,62.0,52.0,62.0,71.0,44.0,69.0,74.0,90.0,80.0,65.0,87.0,80.0,67.0,71.0,60.0,75.0,80.0,76.0,7.0,12.0,16.0,15.0,7.0,78.0
711,25,2.7,81.0,10.5,20.0,1.0,3.0,1.0,4.0,15.0,19.0,24.0,24.0,19.0,16.0,23.0,11.0,33.0,19.0,49.0,34.0,45.0,75.0,42.0,54.0,60.0,43.0,76.0,18.0,24.0,18.0,12.0,45.0,23.0,58.0,13.0,13.0,81.0,75.0,66.0,81.0,80.0,78.0
712,21,36.0,89.0,35.5,40.0,1.0,4.0,4.0,6.0,78.0,78.0,60.0,77.0,71.0,86.0,76.0,70.0,69.0,81.0,91.0,90.0,85.0,80.0,80.0,84.0,65.0,75.0,68.0,82.0,67.0,50.0,77.0,77.0,69.0,80.0,34.0,30.0,9.0,12.0,11.0,9.0,9.0,82.0
713,25,19.8,84.0,22,40.0,2.0,2.0,4.0,4.0,65.0,69.0,75.0,83.0,62.0,79.0,62.0,56.0,79.0,83.0,69.0,76.0,76.0,83.0,67.0,86.0,81.0,80.0,91.0,80.0,82.0,79.0,77.0,79.0,45.0,84.0,82.0,82.0,15.0,10.0,10.0,8.0,10.0,81.0
714,31,14.4,80.0,13.5,50.0,3.0,3.0,3.0,3.0,69.0,80.0,67.0,79.0,77.0,74.0,74.0,70.0,69.0,78.0,85.0,84.0,77.0,81.0,79.0,82.0,84.0,69.0,64.0,73.0,66.0,38.0,85.0,75.0,81.0,80.0,33.0,39.0,6.0,10.0,8.0,8.0,6.0,79.0
715,21,13.5,82.0,9,20.0,1.0,3.0,2.0,5.0,28.0,36.0,83.0,66.0,31.0,56.0,34.0,26.0,52.0,60.0,60.0,61.0,52.0,70.0,33.0,45.0,81.0,73.0,82.0,29.0,76.0,76.0,47.0,45.0,49.0,68.0,77.0,70.0,15.0,11.0,10.0,14.0,11.0,75.0
716,26,10.8,65.0,0.425,2.0,1.0,3.0,2.0,5.0,52.0,35.0,48.0,58.0,35.0,60.0,43.0,49.0,51.0,61.0,81.0,83.0,85.0,57.0,78.0,59.0,89.0,80.0,58.0,49.0,69.0,54.0,54.0,55.0,41.0,49.0,64.0,63.0,9.0,13.0,13.0,15.0,11.0,63.0
717,25,7.2,79.0,9,30.0,1.0,2.0,3.0,4.0,73.0,32.0,66.0,71.0,34.0,73.0,64.0,37.0,62.0,74.0,76.0,78.0,66.0,77.0,65.0,68.0,70.0,78.0,78.0,35.0,74.0,78.0,66.0,57.0,35.0,77.0,80.0,78.0,8.0,9.0,5.0,7.0,11.0,76.0
718,29,5.4,79.0,12,40.0,2.0,3.0,3.0,4.0,79.0,74.0,68.0,80.0,71.0,76.0,80.0,85.0,80.0,80.0,74.0,76.0,77.0,80.0,70.0,85.0,66.0,82.0,70.0,77.0,68.0,76.0,72.0,79.0,64.0,73.0,74.0,72.0,11.0,9.0,10.0,13.0,13.0,78.0
719,23,9.0,83.0,12,20.0,1.0,3.0,3.0,6.0,61.0,70.0,69.0,79.0,49.0,70.0,63.0,72.0,76.0,75.0,66.0,68.0,65.0,80.0,63.0,66.0,70.0,77.0,75.0,69.0,71.0,78.0,71.0,79.0,50.0,78.0,75.0,70.0,14.0,10.0,15.0,15.0,13.0,76.0
720,32,1.8,78.0,8,30.0,2.0,4.0,4.0,2.0,75.0,76.0,69.0,76.0,61.0,83.0,80.0,79.0,74.0,78.0,79.0,73.0,82.0,79.0,76.0,64.0,66.0,64.0,34.0,80.0,54.0,31.0,75.0,76.0,75.0,69.0,37.0,25.0,12.0,7.0,15.0,16.0,15.0,78.0
721,22,1.08,75.0,2.4,10.0,1.0,4.0,3.0,4.0,63.0,68.0,28.0,68.0,66.0,78.0,78.0,67.0,53.0,76.0,87.0,78.0,85.0,64.0,91.0,76.0,78.0,53.0,56.0,71.0,50.0,16.0,66.0,55.0,57.0,63.0,17.0,20.0,11.0,6.0,16.0,12.0,16.0,72.0
722,26,18.0,82.0,21,50.0,1.0,4.0,3.0,5.0,61.0,78.0,80.0,75.0,79.0,78.0,69.0,56.0,56.0,80.0,76.0,79.0,70.0,81.0,69.0,80.0,73.0,77.0,74.0,77.0,55.0,40.0,83.0,58.0,75.0,72.0,41.0,41.0,15.0,12.0,7.0,12.0,10.0,79.0
723,24,13.41,78.0,5.5,40.0,1.0,3.0,3.0,5.0,58.0,70.0,67.0,68.0,64.0,75.0,63.0,27.0,61.0,76.0,78.0,83.0,76.0,70.0,66.0,75.0,78.0,65.0,81.0,65.0,59.0,30.0,70.0,63.0,68.0,65.0,25.0,23.0,14.0,16.0,15.0,7.0,13.0,72.0
724,21,9.0,83.0,5.5,15.0,1.0,4.0,3.0,5.0,59.0,54.0,65.0,74.0,53.0,66.0,54.0,42.0,69.0,75.0,69.0,71.0,71.0,72.0,76.0,62.0,73.0,72.0,75.0,58.0,67.0,73.0,58.0,68.0,50.0,66.0,73.0,73.0,11.0,7.0,10.0,8.0,14.0,72.0
725,27,8.1,78.0,8.5,30.0,2.0,3.0,2.0,4.0,66.0,40.0,79.0,70.0,25.0,63.0,49.0,58.0,62.0,69.0,61.0,68.0,65.0,67.0,61.0,70.0,77.0,74.0,78.0,56.0,83.0,76.0,49.0,59.0,52.0,64.0,77.0,74.0,9.0,9.0,13.0,10.0,7.0,76.0
726,27,8.1,77.0,9.5,50.0,2.0,4.0,3.0,2.0,65.0,80.0,77.0,70.0,72.0,75.0,75.0,58.0,65.0,73.0,78.0,75.0,77.0,78.0,72.0,72.0,79.0,79.0,78.0,67.0,78.0,49.0,80.0,72.0,70.0,76.0,45.0,44.0,8.0,10.0,15.0,6.0,15.0,76.0
727,31,6.3,80.0,13.5,40.0,3.0,2.0,3.0,4.0,60.0,80.0,75.0,68.0,77.0,78.0,69.0,58.0,55.0,78.0,73.0,75.0,70.0,80.0,77.0,78.0,74.0,66.0,74.0,60.0,58.0,34.0,90.0,68.0,80.0,76.0,16.0,14.0,12.0,12.0,8.0,5.0,8.0,78.0
728,24,7.65,78.0,5.5,40.0,1.0,3.0,3.0,5.0,58.0,70.0,67.0,68.0,64.0,75.0,63.0,27.0,61.0,76.0,78.0,83.0,76.0,70.0,66.0,75.0,78.0,65.0,81.0,65.0,59.0,30.0,70.0,63.0,68.0,65.0,25.0,23.0,14.0,16.0,15.0,7.0,13.0,72.0
729,19,0.9,83.0,1.4,15.0,1.0,2.0,2.0,5.0,46.0,40.0,62.0,69.0,35.0,59.0,47.0,41.0,64.0,65.0,66.0,63.0,57.0,61.0,55.0,52.0,67.0,55.0,78.0,41.0,68.0,64.0,41.0,50.0,46.0,68.0,68.0,68.0,7.0,13.0,11.0,8.0,13.0,66.0
730,30,37.8,84.0,30,40.0,3.0,3.0,4.0,5.0,64.0,81.0,85.0,83.0,75.0,80.0,66.0,72.0,80.0,84.0,74.0,71.0,70.0,82.0,72.0,83.0,92.0,92.0,82.0,80.0,81.0,80.0,84.0,79.0,71.0,81.0,79.0,75.0,16.0,16.0,11.0,6.0,8.0,82.0
731,26,4.5,77.0,9,30.0,1.0,4.0,3.0,4.0,58.0,78.0,70.0,73.0,71.0,77.0,71.0,57.0,50.0,78.0,79.0,86.0,76.0,73.0,65.0,75.0,66.0,69.0,68.0,74.0,65.0,30.0,75.0,57.0,66.0,67.0,31.0,21.0,13.0,8.0,11.0,7.0,15.0,75.0
732,29,4.5,72.0,3,7.0,1.0,3.0,3.0,2.0,67.0,58.0,56.0,77.0,58.0,72.0,74.0,66.0,73.0,72.0,66.0,51.0,72.0,65.0,67.0,78.0,71.0,71.0,65.0,74.0,62.0,70.0,60.0,70.0,54.0,57.0,75.0,69.0,7.0,15.0,13.0,8.0,9.0,71.0
733,29,4.5,70.0,1.4,20.0,1.0,2.0,2.0,5.0,42.0,34.0,72.0,52.0,46.0,52.0,44.0,61.0,39.0,48.0,49.0,61.0,49.0,68.0,30.0,77.0,58.0,62.0,76.0,63.0,74.0,74.0,27.0,34.0,60.0,71.0,73.0,74.0,10.0,13.0,13.0,8.0,12.0,69.0
734,28,108.0,89.0,69,370.0,4.0,3.0,4.0,5.0,83.0,89.0,84.0,85.0,87.0,88.0,86.0,85.0,82.0,90.0,82.0,79.0,90.0,92.0,83.0,82.0,90.0,87.0,63.0,83.0,73.0,49.0,90.0,86.0,86.0,89.0,54.0,49.0,14.0,8.0,14.0,13.0,14.0,89.0
735,22,67.5,92.0,60,210.0,3.0,3.0,4.0,5.0,75.0,64.0,66.0,90.0,69.0,88.0,84.0,64.0,86.0,89.0,80.0,80.0,84.0,88.0,79.0,68.0,76.0,90.0,74.0,62.0,70.0,82.0,73.0,86.0,45.0,90.0,76.0,77.0,7.0,13.0,10.0,10.0,9.0,88.0
736,29,23.4,85.0,25,160.0,2.0,2.0,1.0,4.0,11.0,15.0,14.0,36.0,12.0,19.0,12.0,13.0,41.0,24.0,56.0,52.0,59.0,79.0,49.0,59.0,83.0,41.0,63.0,20.0,40.0,15.0,11.0,42.0,22.0,64.0,14.0,15.0,85.0,80.0,79.0,80.0,81.0,84.0
737,22,16.2,85.0,15.5,110.0,1.0,3.0,3.0,5.0,81.0,66.0,74.0,75.0,55.0,75.0,65.0,43.0,70.0,76.0,85.0,85.0,64.0,77.0,63.0,68.0,77.0,79.0,74.0,59.0,76.0,78.0,76.0,67.0,38.0,75.0,76.0,76.0,7.0,7.0,7.0,14.0,14.0,80.0
738,20,10.8,85.0,10,14.0,1.0,3.0,3.0,2.0,72.0,57.0,64.0,73.0,44.0,73.0,73.0,47.0,65.0,71.0,83.0,84.0,74.0,74.0,68.0,77.0,78.0,80.0,74.0,62.0,79.0,70.0,71.0,61.0,48.0,65.0,76.0,77.0,11.0,13.0,9.0,10.0,13.0,76.0
739,25,22.5,83.0,18.5,84.0,3.0,4.0,4.0,5.0,65.0,64.0,69.0,83.0,69.0,80.0,81.0,67.0,82.0,82.0,63.0,65.0,66.0,76.0,64.0,81.0,59.0,74.0,81.0,71.0,80.0,72.0,72.0,81.0,55.0,84.0,70.0,65.0,12.0,9.0,6.0,14.0,8.0,81.0
740,25,11.61,80.0,15,27.0,2.0,3.0,3.0,4.0,77.0,71.0,49.0,81.0,68.0,82.0,82.0,70.0,78.0,82.0,77.0,76.0,82.0,82.0,76.0,75.0,58.0,66.0,55.0,73.0,47.0,66.0,76.0,81.0,63.0,75.0,59.0,49.0,10.0,14.0,10.0,7.0,7.0,80.0
741,23,2.25,80.0,8,25.0,1.0,3.0,3.0,4.0,57.0,75.0,68.0,64.0,65.0,74.0,60.0,52.0,51.0,76.0,78.0,77.0,72.0,73.0,62.0,74.0,62.0,64.0,65.0,64.0,50.0,24.0,75.0,58.0,56.0,66.0,17.0,12.0,8.0,13.0,11.0,6.0,8.0,75.0
742,23,1.8,79.0,3.9,17.0,1.0,3.0,3.0,4.0,72.0,51.0,57.0,70.0,34.0,71.0,58.0,44.0,59.0,69.0,79.0,78.0,75.0,68.0,72.0,68.0,58.0,79.0,67.0,59.0,82.0,68.0,65.0,44.0,45.0,71.0,72.0,67.0,9.0,14.0,6.0,11.0,11.0,73.0
743,19,113.4,93.0,28,38.0,1.0,4.0,5.0,7.0,73.0,79.0,69.0,76.0,79.0,82.0,81.0,58.0,67.0,80.0,78.0,86.0,83.0,83.0,80.0,82.0,79.0,75.0,64.0,80.0,69.0,38.0,84.0,77.0,68.0,82.0,42.0,35.0,13.0,12.0,14.0,13.0,14.0,81.0
744,24,27.0,86.0,21.5,49.0,1.0,3.0,3.0,5.0,62.0,48.0,61.0,85.0,46.0,70.0,62.0,51.0,83.0,79.0,64.0,66.0,66.0,80.0,69.0,68.0,65.0,77.0,79.0,64.0,74.0,82.0,68.0,78.0,53.0,81.0,80.0,72.0,13.0,6.0,6.0,11.0,15.0,82.0
745,24,22.5,87.0,22,49.0,1.0,3.0,2.0,5.0,71.0,42.0,75.0,77.0,41.0,66.0,68.0,55.0,76.0,76.0,75.0,79.0,75.0,80.0,65.0,65.0,86.0,76.0,79.0,46.0,81.0,81.0,64.0,65.0,45.0,76.0,82.0,80.0,13.0,8.0,10.0,5.0,8.0,82.0
746,28,19.8,81.0,15,60.0,2.0,4.0,3.0,3.0,86.0,48.0,73.0,79.0,58.0,74.0,86.0,82.0,79.0,80.0,76.0,74.0,73.0,80.0,77.0,75.0,76.0,88.0,64.0,70.0,70.0,78.0,73.0,80.0,66.0,76.0,82.0,79.0,11.0,14.0,8.0,11.0,10.0,81.0
747,30,18.0,84.0,25,74.0,3.0,3.0,2.0,3.0,45.0,39.0,81.0,71.0,44.0,57.0,32.0,30.0,69.0,63.0,60.0,67.0,65.0,81.0,55.0,46.0,90.0,79.0,88.0,41.0,92.0,86.0,34.0,50.0,47.0,75.0,86.0,81.0,9.0,11.0,14.0,9.0,7.0,84.0
748,21,0.45,77.0,1.4,14.0,1.0,3.0,2.0,3.0,30.0,66.0,68.0,53.0,57.0,60.0,64.0,28.0,38.0,64.0,69.0,75.0,65.0,68.0,48.0,75.0,70.0,61.0,77.0,63.0,47.0,31.0,67.0,46.0,65.0,66.0,33.0,24.0,14.0,11.0,6.0,10.0,8.0,69.0
749,24,2.52,78.0,5.5,11.0,1.0,3.0,4.0,3.0,64.0,67.0,62.0,74.0,49.0,76.0,72.0,70.0,69.0,74.0,82.0,76.0,79.0,67.0,66.0,80.0,61.0,56.0,67.0,71.0,70.0,68.0,69.0,69.0,59.0,72.0,62.0,42.0,15.0,13.0,12.0,10.0,11.0,74.0
750,28,103.5,91.0,90,470.0,4.0,4.0,4.0,5.0,81.0,84.0,61.0,89.0,83.0,95.0,83.0,79.0,83.0,94.0,94.0,88.0,95.0,90.0,94.0,82.0,56.0,84.0,63.0,80.0,54.0,41.0,87.0,89.0,88.0,91.0,27.0,22.0,11.0,12.0,6.0,8.0,8.0,91.0
751,21,54.0,88.0,31,140.0,1.0,5.0,3.0,5.0,67.0,86.0,79.0,74.0,84.0,81.0,77.0,46.0,58.0,83.0,76.0,77.0,76.0,80.0,77.0,83.0,75.0,76.0,79.0,76.0,62.0,23.0,84.0,70.0,66.0,79.0,26.0,16.0,8.0,7.0,12.0,9.0,13.0,83.0
752,21,45.0,88.0,23,100.0,1.0,2.0,2.0,6.0,72.0,48.0,77.0,70.0,34.0,70.0,60.0,40.0,69.0,71.0,78.0,79.0,69.0,81.0,67.0,62.0,86.0,86.0,77.0,42.0,83.0,82.0,64.0,59.0,60.0,74.0,82.0,81.0,11.0,8.0,15.0,12.0,15.0,82.0
753,24,43.2,86.0,21,120.0,1.0,5.0,4.0,6.0,74.0,63.0,71.0,77.0,50.0,80.0,72.0,35.0,76.0,77.0,90.0,90.0,80.0,82.0,78.0,69.0,78.0,88.0,79.0,64.0,82.0,79.0,80.0,73.0,49.0,78.0,81.0,80.0,7.0,16.0,9.0,10.0,9.0,82.0
754,18,40.5,91.0,18.5,54.0,1.0,3.0,4.0,6.0,72.0,74.0,62.0,73.0,67.0,82.0,77.0,73.0,57.0,79.0,86.0,84.0,87.0,77.0,84.0,71.0,73.0,82.0,44.0,70.0,54.0,21.0,80.0,70.0,74.0,81.0,36.0,32.0,9.0,8.0,12.0,8.0,5.0,79.0
755,20,2.25,83.0,3.4,5.0,1.0,3.0,3.0,5.0,60.0,64.0,49.0,69.0,55.0,67.0,59.0,57.0,73.0,69.0,85.0,78.0,80.0,65.0,74.0,66.0,52.0,69.0,60.0,61.0,55.0,32.0,66.0,69.0,53.0,62.0,47.0,56.0,12.0,11.0,9.0,11.0,13.0,71.0
756,30,31.5,82.0,15,36.0,3.0,3.0,1.0,4.0,17.0,10.0,12.0,50.0,19.0,12.0,10.0,10.0,35.0,32.0,56.0,50.0,48.0,80.0,50.0,59.0,71.0,40.0,67.0,15.0,25.0,25.0,11.0,60.0,21.0,61.0,12.0,11.0,82.0,81.0,78.0,81.0,81.0,82.0
757,22,13.05,74.0,0.85,0.6,1.0,3.0,2.0,1.0,31.0,64.0,58.0,52.0,47.0,64.0,45.0,31.0,40.0,60.0,68.0,73.0,63.0,62.0,68.0,69.0,77.0,58.0,75.0,47.0,32.0,19.0,68.0,46.0,65.0,53.0,17.0,19.0,15.0,11.0,9.0,14.0,12.0,66.0
758,22,13.05,87.0,24.5,43.0,1.0,3.0,3.0,5.0,59.0,86.0,86.0,73.0,75.0,72.0,75.0,57.0,64.0,77.0,68.0,69.0,68.0,80.0,60.0,81.0,84.0,79.0,86.0,74.0,74.0,21.0,87.0,70.0,72.0,82.0,20.0,23.0,7.0,8.0,13.0,12.0,6.0,82.0
759,20,10.8,79.0,3.2,13.0,1.0,4.0,3.0,5.0,69.0,40.0,58.0,67.0,47.0,74.0,71.0,42.0,53.0,71.0,83.0,86.0,78.0,71.0,73.0,52.0,74.0,72.0,62.0,51.0,68.0,66.0,64.0,58.0,46.0,70.0,67.0,71.0,10.0,15.0,6.0,6.0,7.0,73.0
760,28,5.4,79.0,12.5,41.0,2.0,4.0,3.0,3.0,86.0,75.0,58.0,76.0,69.0,77.0,76.0,61.0,79.0,78.0,77.0,78.0,74.0,78.0,72.0,81.0,75.0,71.0,67.0,84.0,62.0,62.0,75.0,76.0,64.0,70.0,58.0,55.0,16.0,7.0,14.0,7.0,8.0,79.0
761,22,4.95,84.0,10.5,29.0,1.0,3.0,3.0,4.0,67.0,78.0,69.0,71.0,64.0,77.0,70.0,73.0,56.0,74.0,78.0,75.0,79.0,71.0,90.0,78.0,68.0,71.0,65.0,72.0,41.0,25.0,72.0,69.0,76.0,62.0,39.0,41.0,7.0,14.0,8.0,11.0,10.0,76.0
762,28,10.8,80.0,15.5,59.0,2.0,3.0,4.0,4.0,52.0,79.0,79.0,71.0,81.0,77.0,71.0,56.0,45.0,79.0,75.0,76.0,75.0,78.0,69.0,85.0,89.0,73.0,88.0,72.0,87.0,40.0,81.0,66.0,79.0,72.0,42.0,50.0,7.0,13.0,9.0,7.0,9.0,80.0
763,25,4.5,83.0,12.5,23.0,1.0,2.0,2.0,5.0,65.0,53.0,74.0,69.0,51.0,57.0,57.0,32.0,68.0,67.0,74.0,76.0,68.0,73.0,70.0,59.0,83.0,69.0,76.0,55.0,77.0,79.0,45.0,55.0,50.0,70.0,81.0,80.0,11.0,6.0,12.0,9.0,14.0,79.0
764,20,22.5,86.0,14,13.0,1.0,3.0,2.0,5.0,26.0,29.0,78.0,74.0,32.0,65.0,41.0,26.0,62.0,70.0,77.0,78.0,66.0,77.0,75.0,41.0,87.0,68.0,74.0,23.0,74.0,79.0,37.0,44.0,43.0,76.0,79.0,77.0,11.0,10.0,8.0,14.0,13.0,79.0
765,23,22.5,84.0,17,20.0,2.0,3.0,4.0,5.0,79.0,77.0,38.0,77.0,56.0,82.0,76.0,73.0,71.0,80.0,83.0,76.0,84.0,74.0,88.0,77.0,50.0,69.0,58.0,76.0,39.0,29.0,76.0,76.0,65.0,74.0,28.0,27.0,11.0,10.0,12.0,12.0,11.0,80.0
766,27,15.3,80.0,16,46.0,2.0,4.0,4.0,5.0,50.0,83.0,80.0,73.0,74.0,77.0,74.0,66.0,63.0,79.0,74.0,76.0,77.0,80.0,71.0,76.0,90.0,79.0,78.0,69.0,39.0,19.0,85.0,67.0,74.0,76.0,37.0,27.0,13.0,12.0,10.0,15.0,11.0,80.0
767,26,13.5,83.0,16.5,20.0,2.0,4.0,3.0,5.0,35.0,32.0,78.0,72.0,34.0,67.0,47.0,71.0,69.0,67.0,78.0,76.0,69.0,76.0,55.0,73.0,83.0,65.0,86.0,57.0,82.0,81.0,52.0,51.0,41.0,74.0,80.0,75.0,7.0,10.0,14.0,7.0,11.0,81.0
768,24,13.5,83.0,19,21.0,2.0,3.0,4.0,5.0,76.0,81.0,77.0,78.0,81.0,81.0,80.0,65.0,70.0,81.0,79.0,83.0,79.0,83.0,58.0,84.0,82.0,91.0,81.0,73.0,83.0,72.0,80.0,77.0,79.0,76.0,52.0,48.0,11.0,8.0,15.0,12.0,7.0,83.0
769,24,12.6,84.0,16.5,18.0,1.0,4.0,4.0,4.0,70.0,73.0,47.0,81.0,59.0,78.0,83.0,81.0,81.0,80.0,64.0,69.0,68.0,77.0,62.0,80.0,57.0,82.0,74.0,77.0,80.0,69.0,69.0,80.0,69.0,75.0,74.0,54.0,13.0,12.0,13.0,12.0,9.0,80.0
770,28,11.25,81.0,18.5,27.0,2.0,5.0,2.0,4.0,66.0,82.0,93.0,78.0,84.0,66.0,63.0,69.0,66.0,77.0,55.0,57.0,58.0,81.0,60.0,84.0,85.0,77.0,84.0,69.0,54.0,40.0,85.0,69.0,67.0,80.0,43.0,37.0,16.0,10.0,8.0,8.0,11.0,81.0
771,27,7.2,79.0,11,34.0,1.0,3.0,4.0,5.0,81.0,71.0,72.0,77.0,66.0,82.0,59.0,56.0,66.0,81.0,78.0,87.0,79.0,78.0,86.0,75.0,69.0,79.0,66.0,66.0,63.0,72.0,78.0,65.0,64.0,72.0,78.0,79.0,7.0,11.0,10.0,16.0,10.0,79.0
772,33,4.5,83.0,12,45.0,3.0,3.0,2.0,3.0,38.0,27.0,77.0,74.0,31.0,59.0,53.0,45.0,72.0,71.0,50.0,46.0,53.0,82.0,56.0,65.0,76.0,58.0,81.0,53.0,81.0,86.0,30.0,64.0,37.0,75.0,87.0,85.0,8.0,6.0,5.0,9.0,8.0,83.0
773,25,1.17,78.0,8.5,27.0,1.0,5.0,4.0,4.0,76.0,70.0,54.0,78.0,61.0,75.0,80.0,59.0,74.0,76.0,73.0,68.0,77.0,74.0,77.0,72.0,68.0,77.0,54.0,73.0,52.0,51.0,72.0,75.0,59.0,74.0,47.0,34.0,12.0,7.0,16.0,7.0,7.0,77.0
774,25,1.17,70.0,1.2,1.0,1.0,3.0,3.0,1.0,68.0,64.0,56.0,67.0,54.0,72.0,64.0,45.0,64.0,67.0,64.0,79.0,77.0,66.0,59.0,55.0,62.0,76.0,74.0,67.0,58.0,56.0,67.0,66.0,61.0,63.0,56.0,53.0,7.0,12.0,7.0,9.0,10.0,69.0
775,23,25.2,85.0,17.5,72.0,2.0,3.0,4.0,5.0,75.0,77.0,50.0,81.0,72.0,79.0,70.0,70.0,78.0,81.0,69.0,65.0,76.0,75.0,75.0,77.0,58.0,79.0,63.0,80.0,65.0,74.0,76.0,80.0,55.0,75.0,72.0,71.0,9.0,11.0,12.0,7.0,15.0,81.0
776,27,7.2,77.0,9.5,33.0,2.0,3.0,3.0,4.0,70.0,77.0,63.0,75.0,73.0,79.0,76.0,69.0,65.0,78.0,79.0,78.0,84.0,74.0,84.0,78.0,65.0,64.0,56.0,75.0,62.0,38.0,76.0,76.0,74.0,75.0,44.0,33.0,11.0,7.0,14.0,9.0,14.0,77.0
777,28,7.2,78.0,10.5,37.0,2.0,4.0,4.0,4.0,77.0,72.0,67.0,79.0,73.0,80.0,78.0,56.0,77.0,79.0,68.0,71.0,78.0,73.0,72.0,77.0,64.0,71.0,68.0,77.0,71.0,68.0,75.0,78.0,62.0,75.0,66.0,65.0,15.0,10.0,9.0,14.0,13.0,78.0
778,29,5.4,75.0,5.5,30.0,1.0,3.0,3.0,3.0,67.0,58.0,59.0,76.0,46.0,68.0,51.0,32.0,74.0,75.0,67.0,74.0,66.0,70.0,61.0,75.0,68.0,73.0,89.0,68.0,83.0,74.0,64.0,73.0,54.0,71.0,71.0,71.0,11.0,7.0,13.0,15.0,10.0,75.0
779,25,4.05,80.0,9,0.5,1.0,3.0,2.0,4.0,38.0,43.0,74.0,72.0,51.0,64.0,22.0,26.0,60.0,65.0,66.0,70.0,65.0,70.0,51.0,70.0,77.0,71.0,80.0,58.0,81.0,74.0,48.0,48.0,38.0,75.0,77.0,74.0,10.0,14.0,13.0,7.0,15.0,77.0
780,30,2.25,78.0,8.5,58.0,2.0,2.0,2.0,3.0,54.0,37.0,77.0,69.0,39.0,53.0,67.0,46.0,70.0,65.0,50.0,50.0,52.0,75.0,55.0,59.0,76.0,68.0,77.0,38.0,81.0,79.0,39.0,56.0,46.0,69.0,80.0,82.0,12.0,8.0,6.0,6.0,14.0,78.0
781,28,16.2,76.0,8,125.0,2.0,4.0,4.0,5.0,68.0,75.0,66.0,71.0,74.0,76.0,71.0,75.0,65.0,77.0,81.0,82.0,77.0,72.0,72.0,77.0,82.0,76.0,75.0,70.0,69.0,31.0,75.0,68.0,73.0,76.0,30.0,26.0,14.0,13.0,11.0,7.0,8.0,76.0
782,18,27.0,90.0,6,17.0,1.0,4.0,4.0,7.0,58.0,68.0,59.0,67.0,70.0,77.0,72.0,55.0,57.0,74.0,86.0,81.0,78.0,68.0,70.0,72.0,54.0,69.0,66.0,64.0,60.0,31.0,68.0,70.0,67.0,74.0,47.0,40.0,13.0,8.0,13.0,5.0,11.0,73.0
